ISBN,Title,Author,Year,Publisher
441004016,The Anubis Gates,Tim Powers,1997,Ace Books
671500546,The Vulcan Academy Murders,Jean Lorrah,1984,Star Trek
140620338,Picture of Dorian Gray,Oscar Wilde,0,Penguin Putnam~mass
460878263,Samuel Taylor Coelridge (Everyman Poetry Library),John Beer,1997,Everyman Paperback Classics
3257061269,Der Alchimist.,Paulo Coelho,2003,Diogenes Verlag, ZÃ?Â¼rich
3453210999,Das Lied der alten Steine.,Barbara Erskine,2002,Heyne
3404126661,Suche Hose, biete Rock.,Annegrit Arens,1997,LÃ?Â¼bbe
3453177622,Zeit im Wind.,Nicholas Sparks,2000,Heyne
3453863593,Shadowrun. Deutschland in den Schatten.,Hans Joachim Alpers,2003,Heyne
3499108518,Der Fanger Im Roggen,Jerome D. Salinger,1966,Rowohlt Tb.
3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,1974,Suhrkamp
3453199766,Vielleicht lieber morgen.,Stephen Chbosky,2001,Heyne
3746670144,Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer,Claudia von Zglinicki,1995,Aufbau Taschenbuch Verlag
3453088433,Das Druidentor.,Wolfgang Hohlbein,2002,Heyne
425137015,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Linda Lael Miller,1997,Berkley Publishing Group
553572490,Vice,Jane Feather,1996,Bantam
553576976,West of Dodge,LOUIS L'AMOUR,1997,Bantam
451450604,The Union Forever (Lost Regiment (Numbered)),William Forstchen,1997,Roc
441001335,The Callahan Touch,Spider Robinson,1996,Ace Books
451454677,Caverns of Socrates,Dennis L. McKiernan,1996,Roc
373257074,Between The Sheets (Harlequin Temptation, No 607),Mallory Rush,1996,Harlequin
441435351,Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,1990,Ace Books
373092237,Black Knight,Carole Halston,1985,Silhouette
373057296,Midsummer Madness (Silhouette Desire, No 729),Christine Rimmer,1992,Silhouette
373058446,Hand Of An Angel (Silhouette Desire, No 844),BJ James,1994,Silhouette
349103232,The crow road,Iain Banks,1993,Abacus
571197779,Life Is Elsewhere,Milan Kundera,2000,"Faber &amp, Faber"
679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,1993,Vintage Books USA
571200389,Golden Gate,Vikram Seth,0,Faber Faber Inc
785268480,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Darrell Scott,2000,Nelson Books
014044503X,The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,1989,Penguin Books
851707777,Metropolis (Bfi Film Classics, 54),Thomas Elsaesser,2000,British Film Institute
6276199,Alien at St Wilfred's,Adrian Plass,1999,Zondervan
551031123,Why I Follow Jesus,Adrian Plass,2000,Zondervan Publishing Company
551030682,Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4,Adrian Plass,1997,Zondervan
551032510,Colours of Survival,Adrian Plass,2000,Zondervan
000649840X,Angelas Ashes,Frank Mccourt,0,Harpercollins Uk
140431268,Far from the Madding Crowd (Penguin Classics),Thomas Hardy,1989,Penguin Books
99771519,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square
486265862,Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,Stephen Quirke,1991,Dover Publications
067102535X,Last Dance, Last Chance (Ann Rule's Crime Files),Ann Rule,2002,Pocket
876855575,Ham on Rye,Charles Bukowski,1982,Ecco
330376136,Once,James Herbert,2002,Pan
140272658,Are You Experienced?,William Sutcliffe,1998,Penguin Books Ltd
3407780028,Oh, wie schÃ?Â¶n ist Panama,Janosch,2001,Beltz
3407780117,Komm, wir finden einen Schatz,Janosch,2001,Beltz
3257250398,Konig Babar,Jean de Brunhoff,1920,Not Avail
3257250053,Die Geschichte Von Babar,Jean de Brunhoff,1920,Diogenes
3257250460,Serafin und seine Wundermaschine.,Philippe Fix,1999,Diogenes
3442435951,Ich schenk Dir meinen Mann.,Claudia Keller,1997,Goldmann
3442435838,Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann
3608919724,Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Arnold A. Lazarus,1999,Klett-Cotta
3453132262,Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Clarissa Pinkola Estes,1997,Heyne
379411664X,Was ist das?,Virginia Allen Jensen,1993,SauerlÃ?Â¤nder
340780573X,Post fÃ?Â¼r den Tiger,Janosch,1996,Beltz
3407805853,Das Leben der Thiere,Janosch,1991,Beltz
385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
385498721,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor
972948503,Gifted Trust,John Paul Allen,2003,Biting Dog Publications
380813815,Lamb : The Gospel According to Biff, Christ's Childhood Pal,Christopher Moore,2003,Perennial
2070372294,"Le Coq De Bruygre (Folio Ser, No. 1229))",Tournier,1987,Distribooks Inc
2264030542,Retour Ã?Â  Brooklyn,Hubert Selby,1999,Editions 10/18
30615321,Ask for May, Settle for June (A Doonesbury book),G. B. Trudeau,1982,"Henry Holt &amp, Co"
836217632,The Curse of Madame C : A Far Side Collection,Gary Larson,1994,Andrews McMeel Publishing
140099832,Lake Wobegon Days,Garrison Keillor,1990,Penguin/Puffin Mass Market (Mm)
385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Delacorte Press
316107417,Happy Trails,Berke Breathed,1990,"Little Brown &amp, Co"
894803700,14,000 Things to Be Happy About,Barbara Ann Kipfer,1990,Workman Publishing
449221164,In the Frame,Dick Francis,1993,Fawcett Books
553801031,The New Rabbi : A Congregation Searches for Its Leader,STEPHEN FRIED,2002,Bantam
590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,Scholastic
316929190,All Too Human : A Political Education,George Stephanopoulos,1999,Little, Brown
553052845,Rubyfruit Jungle,Rita Mae Brown,1988,Bantam Dell Pub Group
140390693,Little Women (Penguin Classics),Louisa May Alcott,1989,Penguin Books
439404371,The Thief Lord,Cornelia Funke,2002,Scholastic
939766027,Fantastic Four Illustrated Books,Stan Lee,1982,Marvel Books
679741011,Sex, Art, and American Culture: Essays,Camille Paglia,1992,Vintage Books USA
345307674,Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books
425071421,Stranger in a Strange Land,Robert A. Heinlein,1984,Berkley Publishing Group
345297687,Ship Who Sang,Anne McCaffrey,1979,Del Rey Books
766607119,Little Women (Treasury of Illustrated Classics),Louisa May Alcott,2003,Modern Publishing
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books
380754843,Wayside School is Falling Down,Louis Sachar,1990,HarperTrophy
345368940,The Dolphins of Pern,Anne McCaffrey,1994,Ballantine Books
345331605,Dragonsdawn,Anne McCaffrey,1988,Ballantine Books
425050807,Beneath an Opal Moon,Eric Van Lustbader,1982,Berkley Publishing Group
044100962X,Myth-Ion Improbable (Myth Books),Robert Asprin,2002,Ace Books
553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
1895383129,Kriya Yoga Sutras of Patanjali and the Siddhas,Georg Feverstein,2001,Kriya Yoga Publications
375724575,The Family Orchard,Nomi Eve,2001,Vintage Books USA
067163884X,THIS HALLOWED GRND,Bruce Catton,1986,Pocket
553140434,Miracle Worker,William Gibson,1981,Bantam Books
29087104,HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,1965,Free Press
425050750,War of the Worlds,H. G. Wells,1981,Berkley Publishing Group
345285549,Elfstones of Shannara,Terry Brooks,1990,Del Rey Books
345290240,Sword of Shannara,Terry Brooks,1980,Ballantine Books
345301870,Ogre, Ogre,Piers Anthony,1982,Del Rey Books
451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
067168390X,Lonesome Dove,Larry McMurtry,1988,Pocket
385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta
385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
553258001,The Cider House Rules,John Irving,1986,Bantam Books
671679627,PRIME TIME : PRIME TIME,Judy Collins,1989,Pocket
375704043,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver W. Sacks,2002,Vintage Books USA
373871279,Family At Last (Love Inspired (Numbered)),Carolyne Aarsen,2000,Steeple Hill
373484070,Sons of Texas : Callaway Country,Annette Broadrick,2000,Silhouette
805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books
068986020X,Gingerbread,Rachel Cohn,2003,Simon Pulse
671568809,Strange Memories The Nancy Drew Files 122 (Nancy Drew Files (Paperback)),Carolyn Keene,1997,Simon Pulse
1573228567,My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging,Rachel Naomi Remen M.D.,2001,Riverhead Books
553582658,Summer Light,Luanne Rice,2002,Bantam Books
051513399X,Smoke in Mirrors,Jayne Ann Krentz,2002,Jove Books
373218400,Table For Two,Nora Roberts,2002,Silhouette
449217868,Winter Wedding,Joan Smith,1990,Fawcett Books
671573020,Divining Women (Ay Spoken Word - Gibbons),Kaye Gibbons,2004,Audioworks
517006456,Eve's Rib,Bryn Chandler,1988,Random House Inc
786867086,In Search of America,Tod Brewster,2002,Hyperion
1569471800,The Distance Between,Eliza Osborne,2000,Soho Press
374216495,The Museum Guard,Howard Norman,1998,Farrar Straus Giroux
312274572,No One Thinks of Greenland,John Griesemer,2001,Picador USA
316825336,Evening News: A Novel,Marly A. Swick,1999,"Little Brown &amp, Co"
871137631,Having Everything,John L'Heureux,1999,Pub Group West
679419152,Nothin' but Good Times Ahead,Molly Ivins,1993,Random House Inc
60192895,Hunting Badger,Tony Hillerman,1999,HarperCollins Publishers
826308791,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
140259198,The Island of the Day Before,Umberto Eco,1996,Penguin Books
345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books
441003257,Good Omens,Neil Gaiman,1996,Ace Books
8850200005,Il Dio Delle Piccole Cose,Arundhati Roy,2002,Distribooks Inc
451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book
446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
451181468,Praying for Sleep,Jeffery Deaver,1995,Signet Book
399149759,Flashback,Nevada Barr,2003,Putnam Publishing Group
345384733,Red Square,Martin Cruz Smith,1993,Ballantine Books
671759361,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket
830724982,Knockin' at Heaven's Door,Stephen Hill,1999,Regal Books
399146008,Shock,Robin Cook,2001,G. P. Putnam's Sons
3442720001,Das Halsband der Taube.,Ernst W. Heine,1996,btb
515132632,Isle of Lies,Donna Fletcher,2002,Jove Books
044990671X,Bronze Mirror,Jeanne Larsen,1992,Ballantine Books
688124402,Doll's Eyes,Bari Wood,1993,"William Morrow &amp, Company"
929587081,Men and Brethren,James Gould Cozzens,1989,Elephant Paperbacks
155970117X,My Father, His Son,Reidar Jonsson,1991,"Little Brown &amp, Co"
688105408,Starlings Laughing: A Memoir of Africa,June Vendall Clark,1991,Harpercollins
871130297,The God of Mirrors,Robert Reilly,1986,Atlantic Monthly Press
440500095,Unassigned Territory,Kem Nunn,1988,Bantam Dell Pub Group
1570362084,The Best of Larry King Live: The Greatest Interviews,Larry King,1995,Turner Pub
60930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books
671038184,Jewel,Bret Lott,1999,Washington Square Press
60916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial
756401453,Wild Magic (Fool's Gold, Book 2),Jude Fisher,2003,Daw Books
963270702,The Satanic Verses,Salman Rushdie,1992,Distributors
399242562,Shadowmancer,G. P. Taylor,2004,Putnam Publishing Group
552996009,Notes From a Small Planet,Bill Bryson,0,Bantam Doubleday Dell
708881297,DINOSAUR PLANET 2 SURVIVORS,ANNE MCCAFFREY,1996,Time Warner Books UK
142000663,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
590542443,The Amber Spyglass (His Dark Materials, Book 3),Philip Pullman,2000,Scholastic Press
590112899,The Subtle Knife (His Dark Materials, Book 2),Philip Pullman,1998,Scholastic Point
590660543,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point
345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
552999512,Away from It All,Judy Astley,2003,Trafalgar Square
041619513X,Winnie-The-Pooh on Management and Problem Solving,Roger E. Allen,1998,Routledge
855030224,An ABC for You and Me,Margaret Tempest,0,The Medici Society Ltd
861638522,Popular Reward: the Brave Toy Soldier: And Other Stories (Enid Blyton's Popular Rewards Series VII),Enid Blyton,1996,Award Publications
575073314,Shadowheart : Legends of the Raven (Legends of the Raven),James Barclay,2003,Gollancz
575073004,Nightchild (Gollancz SF S.),James Barclay,2002,Gollancz
394404289,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf
000636988X,How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to),Libby Purves,1986,HarperCollins Publishers
1578562333,No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.),JANE KIRKPATRICK,2001,WaterBrook Press
345458915,The Sinner,TESS GERRITSEN,2003,Ballantine Books
038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta
006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
140317937,The Neverending Story,Michael Ende,1985,Penguin USA
743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
553256696,Hiding Place,Corrie Ten Boom,1984,Bantam Books
785263780,Only The River Runs Free : A Novel (Galway Chronicles (Paperback)),Bodie Thoene,2003,WestBow Press
802433243,Only the Wind Remembers,Marlo Schalesky,2003,Moody Publishers
375413081,True Notebooks (Alex Awards (Awards)),MARK SALZMAN,2003,Knopf
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta
451163753,French Lieutenant's Woman,John Fowles,1996,Signet Book
440414520,The Clearing: A Mystery,Dorothy Reynolds Miller,1998,Yearling Books
786885688,Shopgirl,Steve Martin,2001,Hyperion
671880187,Kitchen,Banana Yoshimoto,1994,Washington Square Press
1558506454,"Museum of Science Book of Answers &amp, Questions",Ann Rae Jonas,1996,Adams Media Corp
895773538,How in the World?: A Fascinating Journey Through the World of Human Ingenuity,Readers Digest,1990,Readers Digest
385247745,The Power of Myth (Illustrated Edition),Joseph Campbell,1988,Doubleday Books
385293542,Crescent City,Belva Plain,1984,Delacorte Press
802069347,Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,1993,University of Toronto Press
671721038,The New Hugo Winners, Vol. 2,Isaac Asimov,1991,Baen
671311891,My Teacher is an Alien,Bruce Coville,1997,Pocket Books
345387007,Tangle Box,TERRY BROOKS,1995,Del Rey
037570504X,Breath, Eyes, Memory,Edwidge Danticat,1998,Vintage Books USA
767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
892967048,The Bottoms,Joe R. Lansdale,2000,Mysterious Press
553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam
472113658,Where No Gods Came (Michigan Literary Fiction Awards),Sheila O'Connor,2003,UMP
609608444,The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois),ERIK LARSON,2003,Crown
670032425,The Adventures of Augie March,Saul Bellow,2003,Viking Books
915811332,Sacred Journey of the Peaceful Warrior,Dan Millman,1991,H.J. Kramer
1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
451526503,Adventures of Huckleberry Finn (Signet Classics (Paperback)),Mark Twain,1997,Signet Book
345325818,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey
044023767X,Teen Angst? Naaah . . . A Quasi-autobiography,Ned Vizzini,2002,Laurel-Leaf Books
014131088X,Speak,Laurie Halse Anderson,2001,Speak
043909013X,Kerosene,Chris Wooding,2002,Push
140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
155643068X,Exploring Inner and Outer Space: A Scientist's Perspective on Personal and Planetary Transformation,Brian O'Leary,1989,North Atlantic Books
096478260X,Miracle in the Void: Free Energy, Ufos and Other Scientific Revelations,Brian O'Leary,1996,Kamapua'a Press
155643152X,The Second Coming of Science: An Intimate Report on the New Science,Brian O'Leary,1992,North Atlantic Books
553346768,Synchronicity: The Bridge Between Matter and Mind,F. David Peat,1988,Bantam
884043142,L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future),L. Ron Hubbard,1988,Bridge Publications
743221990,The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver,2002,"Simon &amp, Schuster"
312983212,Saucer,Stephen Coonts,2003,St. Martin's Paperbacks
553486411,Clones (Star Wars: Galaxy of Fear, Book 11),JOHN WHITMAN,1998,Skylark
3478088534,Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.,Peter Kummer,2002,Moderne Verlagsges. Mvg
3821807059,Herr Lehmann. Ein Roman.,Sven Regener,2001,Eichborn
865532168,Arnold: An Unauthorized Biography,Wendy Leigh,1990,McGraw-Hill
059040640X,Freedom Train: The Story of Harriet Tubman,Dorothy Sterling,1987,Scholastic
1566197155,Little Princess,Frances Hodgson Burnett,0,Barnes Noble Books
805210318,Light on Yoga: Yoga Dipika,B. K. S. Iyengar,1995,Schocken Books
031227999X,Emotionally Weird: A Novel,Kate Atkinson,2001,Picador USA
385508417,Skipping Christmas,JOHN GRISHAM,2002,Doubleday
385510438,The Last Juror,John Grisham,2004,Doubleday
848705459,Cooking Light,Susan M. McIntosh,1983,Leisure Arts
380723638,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon Books
718001044,Nelson's Bedtime Bible Stories : 150 Passages from the International Children's Bible,Paul Gross,2002,Nelson Bibles
307132668,Bye, Bye, Butterfree (Pokemon Adventure (Golden Numbered)),Diane Muldrow,1999,Golden Books
812515722,American Gothic,Robert Bloch,1987,Tor Books (Mm)
373169876,My Big Fake Green-Card Wedding (Harlequin American Romance, 987),Mollie Molay,2003,Harlequin
890842795,English Handbook for Christian Schools,Grace Colling,2001,Bob Jones Univ Pr
385324057,Summer Sisters,Judy Blume,1998,Delacorte Press
9505470010,Fahrenheit 451 / Fahrenheit 451,Ray Bradbury,1998,Minotauro
609602535,The Overseer,Jonathan Rabb,1998,Random House Inc
425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group
61030651,U.S.S. Seawolf,Patrick Robinson,2001,HarperTorch
425178773,Day of Reckoning,Jack Higgins,2001,Berkley Publishing Group
553575619,Raptor Red,ROBERT T. BAKKER,1996,Bantam
671578391,The Dracula Tape,Fred Saberhagen,1999,Baen
425095584,Cold Sea Rising,Richard Moran,1987,Berkley Pub Group
451409086,Threat Vector,Michael Dimercurio,2000,Onyx Books
031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks
006109594X,Nimitz Class,Patrick Robinson,1998,HarperTorch
671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket
486203077,Tales of Terror and the Supernatural,Wilkie Collins,1972,Dover Publications
2894850743,Un retour simple: Roman,Raymond Cloutier,1998,LanctÃ´t Ã©diteur
671522817,Braveheart,Randall Wallace,1995,Pocket
618074716,The Hallelujah Side,Rhoda Huffey,2000,Mariner Books
1400062888,Obliviously On He Sails : The Bush Administration in Rhyme,CALVIN TRILLIN,2004,Random House
618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
312303033,Perfect Skin: A Novel,Nick Earls,2002,St. Martin's Press
1931520038,The Mount: A Novel,Carol Emshwiller,2002,Small Beer Press
671318314,Callahan's Lady,Spider Robinson,2001,Baen
553377876,Half Asleep in Frog Pajamas,Tom Robbins,1995,Bantam
1558612815,Allegra Maud Goldman,Edith Konecky,2001,Feminist Press
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
60934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
174434642,Othello (3rd Series),William Shakespeare,1996,Thomas Nelson Publishers
679772677,A Civil Action,JONATHAN HARR,1996,Vintage
312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
449149676,On Mystic Lake,Kristin Hannah,2000,Ballantine Books
449006344,Angel Falls,KRISTIN HANNAH,2001,Ballantine Books
553568183,Blue Moon,Luanne Rice,1994,Bantam Books
451191153,The Fountainhead,Ayn Rand,1996,New American Library
440224624,The Loop,Nicholas Evans,1999,Dell Publishing Company
451523067,Emma,Jane Austen,1994,New Amer Library Classics
743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
451526295,Mansfield Park (Signet Classics (Paperback)),Jane Austen,1996,Signet Book
440214424,Out of Sight,Elmore Leonard,1998,Dell
451187903,Sense and Sensibility,Jane Austen,1995,Signet Book
385491050,Surfacing,MARGARET ATWOOD,1998,Anchor
671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books
553213504,The Count of Monte Cristo (Bantam Classics),ALEXANDRE DUMAS,1984,Bantam
446605891,With Heart,Dorothy Garlock,1999,Warner Vision
394758285,The Big Sleep,Raymond Chandler,1992,Vintage Books USA
671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books
156006529,Where or When  : A Novel,Anita Shreve,1999,Harvest Books
446673544,"Sex &amp, the City",Candace Bushnell,1997,Warner Books
140256369,Of Love and Other Demons (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1996,Penguin Books
312243022,The Hours : A Novel,Michael Cunningham,2000,Picador
316789844,Resistance : A Novel,Anita Shreve,1997,Back Bay Books
679761837,A Natural History of Love,Diane Ackerman,1995,Vintage Books USA
385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
380725398,Jamaica Inn,Daphne Du Maurier,1995,Avon
345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books
375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
70212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor
61098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch
61093092,Lily White,Susan Isaacs,1997,HarperTorch
821758950,Cha Cha Cha,Jane Heller,1998,Kensington Publishing Corp.
679729917,The Best of Roald Dahl,Roald Dahl,1990,Vintage Books USA
451411013,The Grave Maurice (Richard Jury Novels),Martha Grimes,2003,Onyx Books
446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books
553580078,The Years of Rice and Salt,Kim Stanley Robinson,2003,Spectra Books
425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group
812909372,On language,William Safire,1980,Times Books
451410912,A Killing Gift,Leslie Glass,2003,Onyx Books
8481301132,El Gran Gatsby,F.Scott Fitzgerald,2001,Colleccion Millenium
316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,1994,Dover Publications
743405978,Bless the Child,Cathy Cash Spellman,2000,Pocket
671032658,The Green Mile,Stephen King,1999,Pocket
446607835,Somebody to Love? : A Rock-and-Roll Memoir,Grace Slick,1999,Warner Books
451402103,Bitter Blood: A True Story of Southern Family Pride, Madness, and Multiple Murder,Jerry Bledsoe,1997,Onyx Books
373250223,"Name &amp, Address Withheld (Red Dress Ink (Paperback))",Jane Sigaloff,2002,Red Dress Ink
380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books
671701053,Thing of Beauty,Stephen Fried,1994,Pocket
671000381,COURTNEY LOVE: THE QUEEN OF NOISE,Melissa Rossi,1996,Pocket
006101253X,Sinners,Jackie Collins,1997,HarperTorch
671689231,Little Girl Lost,Drew Barrymore,1991,Pocket
380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy
373711026,North Country Man,Carrie Alexander,2002,Harlequin
373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin
373711107,The Comeback Girl  (Those Sullivan Sisters),Debra Salonen,2003,Harlequin
440217806,Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond,Deborah Laake,1994,Dell Publishing Company
373711123,Another Man's Wife,Rebecca Winters,2003,Harlequin
373711115,Sarah's Baby  (Koomera Crossing),Margaret Way,2003,Harlequin
373711131,Little Girl Lost,Marisa Carroll,2003,Harlequin
61098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch
791423549,Native American Postcolonial Psychology (Suny Series in Transpersonal and Humanistic Psychology),Eduardo Duran,1995,State University of New York Press
375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
465016146,The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,Hernando De Soto,2000,Basic Books
465016103,The Other Path: The Economic Answer to Terrorism,Hernando De Soto,2002,Perseus Books Group
373226519,In The Blink Of An Eye (The Taylor Clan) (Harlequin Intrigue, No. 651),Julie Miller,2002,Harlequin
380012774,The Importance of Being Earnest,Oscar Wilde,1976,Avon
225313922X,Les Thanatonautes,Bernard Werber,1996,LGF
142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books
452281784,Bad Heir Day,Wendy Holden,2001,Plume Books
375704558,Charlotte Gray,Sebastian Faulks,2000,Vintage Books USA
038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta
743230213,Harem: A Novel,Dora Levy Mossanen,2002,Touchstone
345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
452284481,Le Divorce (William Abrahams Book),Diane Johnson,2003,Plume Books
802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press
440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell
373834985,Comfortable Wife,Stephanie Laurens,2002,Harlequin
679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc
451135555,Summer Harvest,Madge Swindells,1985,Signet Book
345339703,The Fellowship of the Ring (The Lord of the Rings, Part 1),J.R.R. TOLKIEN,1986,Del Rey
038039586X,Watership Down,Richard George Adams,1975,Harpercollins
670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books
60929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial
3499232871,Herzsprung,Ildiko Kurthy,2003,Distribooks Inc
374516901,Basin and Range,John McPhee,1982,Noonday Press
440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company
609600745,The Art of Doing Nothing: Simple Ways to Make Time for Yourself,Veronique Vienne,1998,Clarkson N Potter Publishers
375707425,Embers,SANDOR MARAI,2002,Vintage
3453151933,Tom Clancys Power Plays 2. Tigerjagd.,Tom Clancy,1999,Heyne
231105592,The  Garden of Ediacara,Mark A. S. McMenamin,2000,Columbia University Press
